datetime,open,high,low,close,volume
2013-06-08 18:30:00,7012.75,7082.5,7012.05,7037.15,447361.0
2013-06-11 18:30:00,7050.15,7110.0,7041.6,7097.7,513255.0
2013-06-12 18:30:00,7100.0,7200.0,7100.0,7166.75,800134.0
2013-06-13 18:30:00,7182.0,7182.0,7082.05,7096.85,401520.0
2013-06-14 18:30:00,7095.0,7141.7,7056.0,7126.6,437018.0
2013-06-15 18:30:00,7170.0,7218.6,7131.0,7203.2,1414858.0
2013-06-18 18:30:00,7211.95,7398.85,7202.25,7386.2,1184590.0
2013-06-19 18:30:00,7376.15,7376.15,7201.0,7248.8,863826.0
2013-06-20 18:30:00,7275.0,7285.9,7177.0,7206.15,546804.0
2013-06-21 18:30:00,7200.1,7204.15,7020.0,7030.0,827194.0
2013-06-22 18:30:00,7020.95,7055.0,6956.1,6989.65,815226.0
2013-06-25 18:30:00,6990.0,7035.0,6945.0,6998.7,563539.0
2013-06-26 18:30:00,7030.0,7030.0,6954.0,7019.25,709789.0
2013-06-27 18:30:00,7054.35,7125.0,7040.0,7090.2,709782.0
2013-06-29 18:30:00,7100.0,7195.0,7091.2,7160.6,887908.0
2013-07-02 18:30:00,7160.6,7355.0,7160.0,7333.0,1209227.0
2013-07-03 18:30:00,7650.0,7920.0,7612.65,7860.45,4162208.0
2013-07-04 18:30:00,7879.95,7999.9,7780.0,7838.75,1978666.0
2013-07-05 18:30:00,7776.0,7824.0,7735.0,7766.25,1045984.0
2013-07-06 18:30:00,7720.0,7748.9,7605.6,7622.35,1094915.0
2013-07-09 18:30:00,7622.35,7629.95,7432.3,7533.25,1451518.0
2013-07-10 18:30:00,7567.0,7680.0,7381.0,7444.0,1675043.0
2013-07-11 18:30:00,7469.9,7508.0,7398.15,7431.95,1131755.0
2013-07-12 18:30:00,7469.95,7522.9,7416.0,7474.6,747052.0
2013-07-13 18:30:00,7474.0,7518.9,7399.9,7482.35,726600.0
2013-07-16 18:30:00,7520.0,7542.0,7442.0,7510.95,506744.0
2013-07-17 18:30:00,7520.0,7555.0,7373.1,7420.0,1309709.0
2013-07-18 18:30:00,7441.95,7599.0,7430.0,7584.7,975943.0
2013-07-19 18:30:00,7551.0,7637.15,7502.0,7596.6,649436.0
2013-07-20 18:30:00,7596.6,7657.7,7533.1,7581.75,673394.0
2013-07-23 18:30:00,7581.65,7644.8,7560.35,7581.6,584342.0
2013-07-24 18:30:00,7649.4,7649.4,7541.05,7606.45,850869.0
2013-07-25 18:30:00,7635.0,7734.0,7331.0,7433.15,2228866.0
2013-07-26 18:30:00,7577.9,7577.9,7267.7,7284.1,2147172.0
2013-07-27 18:30:00,7319.0,7394.6,7210.0,7381.6,1007050.0
2013-07-30 18:30:00,7345.0,7369.9,7281.05,7300.3,749315.0
2013-07-31 18:30:00,7300.3,7330.0,7244.0,7269.7,752765.0
2013-08-01 18:30:00,7290.0,7290.0,7145.0,7203.45,898536.0
2013-08-02 18:30:00,7175.0,7224.3,7018.05,7108.35,1081898.0
2013-08-03 18:30:00,7139.0,7205.0,7071.3,7148.7,731349.0
2013-08-06 18:30:00,7162.0,7182.75,7071.6,7122.15,718409.0
2013-08-07 18:30:00,7135.0,7205.0,7085.15,7173.6,807362.0
2013-08-08 18:30:00,7200.0,7214.0,7090.0,7125.35,511572.0
2013-08-09 18:30:00,7100.05,7174.0,7092.0,7143.85,616130.0
2013-08-10 18:30:00,7143.85,7159.0,7031.05,7060.6,630396.0
2013-08-13 18:30:00,7040.0,7058.9,6940.55,7018.05,693785.0
2013-08-15 18:30:00,6994.0,6994.0,6920.0,6981.5,598795.0
2013-08-16 18:30:00,7020.0,7020.0,6903.0,6923.25,710118.0
2013-08-17 18:30:00,6893.5,6915.8,6845.0,6862.1,745533.0
2013-08-20 18:30:00,6801.0,7063.0,6801.0,7048.2,1230831.0
2013-08-21 18:30:00,7051.05,7153.5,7050.0,7069.95,1248780.0
2013-08-22 18:30:00,7100.0,7149.0,7003.0,7116.45,803248.0
2013-08-23 18:30:00,7150.0,7185.95,7121.0,7137.45,910360.0
2013-08-24 18:30:00,7115.0,7278.1,7101.0,7211.5,1303276.0
2013-08-27 18:30:00,7224.95,7261.0,7138.1,7235.6,703626.0
2013-08-28 18:30:00,7250.0,7310.95,7236.0,7293.35,1418305.0
2013-08-29 18:30:00,7326.0,7330.9,7258.0,7268.1,460268.0
2013-08-30 18:30:00,7280.0,7285.0,7135.0,7163.0,1412980.0
2013-08-31 18:30:00,7168.55,7329.4,7155.0,7320.6,676076.0
2013-09-03 18:30:00,7370.0,7370.0,7258.4,7270.25,581363.0
2013-09-04 18:30:00,7283.0,7358.45,7280.0,7345.1,1221353.0
2013-09-05 18:30:00,7315.3,7397.0,7290.7,7387.8,605157.0
2013-09-06 18:30:00,7380.0,7387.8,7303.7,7363.2,549622.0
2013-09-07 18:30:00,7390.0,7449.95,7370.0,7410.65,624642.0
2013-09-10 18:30:00,7425.0,7444.0,7362.0,7391.65,406849.0
2013-09-11 18:30:00,7421.0,7459.0,7305.5,7431.3,963517.0
2013-09-12 18:30:00,7429.3,7508.25,7380.65,7475.9,579846.0
2013-09-13 18:30:00,7475.9,7511.7,7427.05,7494.3,650372.0
2013-09-14 18:30:00,7499.0,7565.15,7455.55,7492.2,787494.0
2013-09-17 18:30:00,7488.9,7560.0,7465.0,7548.65,706618.0
2013-09-19 18:30:00,7488.65,7647.0,7483.0,7539.0,844190.0
2013-09-20 18:30:00,7530.0,7583.65,7425.0,7484.2,675725.0
2013-09-21 18:30:00,7493.95,7577.0,7453.6,7471.35,526304.0
2013-09-24 18:30:00,7575.0,7849.9,7510.0,7819.85,2347533.0
2013-09-25 18:30:00,7819.9,7899.95,7775.0,7870.65,1246820.0
2013-09-26 18:30:00,7855.0,7855.0,7742.75,7837.55,744110.0
2013-09-27 18:30:00,7804.75,7829.0,7718.05,7739.0,777505.0
2013-09-28 18:30:00,7739.0,7848.0,7725.0,7810.75,573005.0
2013-10-02 18:30:00,7780.8,7975.5,7755.0,7967.6,944555.0
2013-10-03 18:30:00,8025.0,8043.0,7820.0,7854.05,1176384.0
2013-10-04 18:30:00,7914.85,7914.85,7826.9,7850.9,795061.0
2013-10-05 18:30:00,7850.0,8192.0,7845.0,8168.55,2145034.0
2013-10-08 18:30:00,8102.05,8135.0,8018.0,8027.7,747800.0
2013-10-09 18:30:00,8055.0,8135.0,8021.0,8083.6,965024.0
2013-10-10 18:30:00,8139.8,8173.0,8095.45,8101.95,712372.0
2013-10-11 18:30:00,8125.0,8127.0,8003.0,8014.3,764092.0
2013-10-12 18:30:00,7999.55,8082.9,7956.05,8051.65,662282.0
2013-10-15 18:30:00,8044.3,8069.0,7982.65,8036.0,438246.0
2013-10-16 18:30:00,8080.0,8159.0,8057.55,8093.0,838283.0
2013-10-17 18:30:00,8050.0,8084.6,7850.0,7866.55,1544642.0
2013-10-18 18:30:00,7843.3,7923.0,7731.0,7841.55,1061453.0
2013-10-19 18:30:00,7810.0,7832.35,7722.5,7769.2,771153.0
2013-10-22 18:30:00,7800.0,7884.9,7761.35,7798.9,882230.0
2013-10-24 18:30:00,7798.9,7856.95,7676.0,7694.45,708774.0
2013-10-25 18:30:00,7625.1,7656.0,7401.2,7421.8,1324630.0
2013-10-26 18:30:00,7509.95,7549.0,7416.6,7507.2,911944.0
2013-10-29 18:30:00,7505.8,7526.85,7352.5,7503.05,799276.0
2013-10-30 18:30:00,7569.8,7579.7,7460.5,7492.65,749410.0
2013-10-31 18:30:00,7520.0,7549.0,7457.65,7471.9,462778.0
2013-11-01 18:30:00,7530.0,7615.0,7411.2,7449.1,855030.0
2013-11-02 18:30:00,7528.0,7537.95,7372.45,7411.5,1138755.0
2013-11-05 18:30:00,7456.0,7571.95,7442.6,7562.05,634043.0
2013-11-06 18:30:00,7640.0,7640.0,7446.0,7495.6,1563007.0
2013-11-07 18:30:00,7527.0,7536.0,7406.65,7459.95,916717.0
2013-11-08 18:30:00,7485.0,7485.0,7366.7,7386.7,771791.0
2013-11-09 18:30:00,7370.0,7454.0,7346.45,7444.8,496261.0
2013-11-11 18:30:00,7470.05,7498.0,7447.05,7456.9,79745.0
2013-11-12 18:30:00,7447.8,7450.0,7319.0,7360.85,732240.0
2013-11-14 18:30:00,7439.4,7476.2,7119.15,7224.3,1923440.0
2013-11-15 18:30:00,6944.55,7380.7,6931.25,7362.45,4557043.0
2013-11-16 18:30:00,7140.5,7260.0,7108.05,7221.0,2080034.0
2013-11-19 18:30:00,7151.0,7239.0,7050.1,7068.6,1902940.0
2013-11-20 18:30:00,7085.0,7128.85,7030.0,7103.15,1666225.0
2013-11-21 18:30:00,7086.45,7177.85,7065.5,7128.35,1041404.0
2013-11-22 18:30:00,7135.0,7160.0,7056.0,7073.65,606158.0
2013-11-23 18:30:00,7108.0,7116.8,7011.0,7020.8,726499.0
2013-11-27 18:30:00,7035.0,7135.0,7029.9,7127.55,728158.0
2013-11-28 18:30:00,7134.0,7168.6,7114.05,7130.1,682430.0
2013-11-29 18:30:00,7132.0,7163.6,7085.65,7121.9,1271934.0
2013-11-30 18:30:00,7160.0,7279.85,7142.0,7259.35,900477.0
2013-12-03 18:30:00,7340.0,7420.0,7315.05,7407.65,1101426.0
2013-12-04 18:30:00,7430.0,7440.0,7320.05,7349.8,1522242.0
2013-12-05 18:30:00,7390.0,7459.0,7365.05,7427.1,701800.0
2013-12-06 18:30:00,7390.0,7440.0,7326.0,7391.2,668862.0
2013-12-07 18:30:00,7390.55,7398.1,7274.0,7307.6,1144388.0
2013-12-10 18:30:00,7325.0,7352.7,7270.05,7292.75,590055.0
2013-12-11 18:30:00,7280.0,7354.0,7280.0,7314.55,633312.0
2013-12-12 18:30:00,7299.85,7304.5,7207.0,7258.0,682955.0
2013-12-13 18:30:00,7368.5,7511.25,7300.1,7474.2,1729567.0
2013-12-14 18:30:00,7528.85,7528.9,7445.0,7515.05,1173938.0
2013-12-17 18:30:00,7548.0,7610.0,7526.0,7587.6,1082798.0
2013-12-18 18:30:00,7641.0,7641.6,7535.0,7632.65,791408.0
2013-12-19 18:30:00,7650.0,7695.0,7460.15,7493.95,874546.0
2013-12-20 18:30:00,7426.6,7477.0,7305.5,7367.15,913082.0
2013-12-21 18:30:00,7418.95,7440.0,7243.0,7295.3,1129485.0
2013-12-25 18:30:00,7325.0,7344.0,7145.25,7162.3,1225844.0
2013-12-26 18:30:00,7219.9,7323.4,7190.9,7232.8,1605279.0
2013-12-27 18:30:00,7275.0,7290.0,7200.0,7258.65,1856064.0
2013-12-28 18:30:00,7231.65,7343.0,7205.15,7327.75,912802.0
2013-12-31 18:30:00,7336.95,7336.95,7273.0,7299.05,331489.0
2014-01-01 18:30:00,7324.0,7445.1,7280.05,7430.05,1112990.0
2014-01-02 18:30:00,7444.95,7485.85,7368.2,7384.8,553405.0
2014-01-03 18:30:00,7560.0,7733.95,7560.0,7705.55,2911879.0
