datetime,open,high,low,close,volume
2013-06-08 18:30:00,967.0,981.7,963.3,974.75,12947464.0
2013-06-11 18:30:00,973.0,977.9,968.6,974.2,7465375.0
2013-06-12 18:30:00,974.3,989.7,974.3,985.85,15233785.0
2013-06-13 18:30:00,986.0,988.2,976.0,977.7,8644423.0
2013-06-14 18:30:00,988.35,989.0,972.2,977.15,15978311.0
2013-06-15 18:30:00,982.8,985.45,977.2,981.55,8860900.0
2013-06-18 18:30:00,983.85,986.0,961.0,965.65,11025846.0
2013-06-19 18:30:00,965.95,977.0,958.55,974.85,7596593.0
2013-06-20 18:30:00,978.3,978.3,963.15,966.0,7805855.0
2013-06-21 18:30:00,962.2,973.45,958.7,966.6,10135883.0
2013-06-22 18:30:00,960.0,965.5,954.55,958.4,6188008.0
2013-06-25 18:30:00,959.5,963.5,953.1,960.55,5799528.0
2013-06-26 18:30:00,967.0,976.0,960.8,973.25,6921886.0
2013-06-27 18:30:00,979.0,984.0,967.0,978.2,10010996.0
2013-06-29 18:30:00,977.1,989.85,976.0,987.45,7096350.0
2013-07-02 18:30:00,990.0,990.0,978.0,982.1,5562743.0
2013-07-03 18:30:00,982.1,984.85,969.0,970.7,7396806.0
2013-07-04 18:30:00,969.0,975.5,962.1,966.5,8200047.0
2013-07-05 18:30:00,961.0,986.1,961.0,980.95,10221727.0
2013-07-06 18:30:00,976.25,989.45,971.8,976.7,6236524.0
2013-07-09 18:30:00,976.7,986.0,960.4,964.05,7138850.0
2013-07-10 18:30:00,967.9,971.75,950.6,953.2,10616390.0
2013-07-11 18:30:00,956.7,957.55,947.0,950.0,10141257.0
2013-07-12 18:30:00,956.3,966.0,952.15,960.15,13079930.0
2013-07-13 18:30:00,964.45,967.0,947.75,957.05,5383514.0
2013-07-16 18:30:00,960.0,968.9,950.45,964.85,8472444.0
2013-07-17 18:30:00,964.0,979.95,951.3,963.65,14457717.0
2013-07-18 18:30:00,964.0,969.9,956.5,964.3,7574544.0
2013-07-19 18:30:00,963.9,979.9,957.6,977.9,15329753.0
2013-07-20 18:30:00,971.6,985.0,968.0,971.3,6230317.0
2013-07-23 18:30:00,973.45,984.95,968.8,971.5,9167788.0
2013-07-24 18:30:00,977.65,977.65,953.8,962.5,13448045.0
2013-07-25 18:30:00,966.85,980.0,963.3,976.8,8298226.0
2013-07-26 18:30:00,989.35,990.0,955.75,959.9,17858061.0
2013-07-27 18:30:00,959.9,969.75,942.2,949.95,8504392.0
2013-07-30 18:30:00,954.7,958.6,948.3,953.9,6601991.0
2013-07-31 18:30:00,956.0,964.0,952.0,959.9,8409096.0
2013-08-01 18:30:00,951.5,958.9,936.6,945.25,9324465.0
2013-08-02 18:30:00,944.1,946.6,927.15,935.55,17076611.0
2013-08-03 18:30:00,947.0,954.85,934.65,952.25,12376086.0
2013-08-06 18:30:00,952.25,955.0,944.55,947.4,10922609.0
2013-08-07 18:30:00,950.0,959.9,944.05,952.9,11512735.0
2013-08-08 18:30:00,952.0,953.3,944.3,950.0,7701831.0
2013-08-09 18:30:00,948.0,951.95,937.3,939.75,13590891.0
2013-08-10 18:30:00,937.5,945.7,933.0,937.2,9558237.0
2013-08-13 18:30:00,935.0,943.3,928.9,939.95,7172522.0
2013-08-15 18:30:00,935.95,940.0,931.3,933.05,7394623.0
2013-08-16 18:30:00,935.95,943.0,931.65,936.55,9336994.0
2013-08-17 18:30:00,934.85,945.95,931.05,943.05,6648744.0
2013-08-20 18:30:00,944.2,954.25,943.95,952.6,6822155.0
2013-08-21 18:30:00,953.85,959.1,948.65,957.05,10860061.0
2013-08-22 18:30:00,962.0,980.45,958.4,979.25,12677151.0
2013-08-23 18:30:00,984.8,994.25,979.1,981.35,11899556.0
2013-08-24 18:30:00,974.0,988.2,970.8,983.1,6228241.0
2013-08-27 18:30:00,980.1,992.5,980.1,990.2,8451441.0
2013-08-28 18:30:00,990.2,991.0,977.5,980.7,8114141.0
2013-08-29 18:30:00,983.0,998.0,980.0,983.35,9023083.0
2013-08-30 18:30:00,981.8,994.7,968.6,973.5,21558300.0
2013-08-31 18:30:00,974.25,993.0,969.0,991.15,10946742.0
2013-09-03 18:30:00,993.75,994.55,980.0,982.25,6727188.0
2013-09-04 18:30:00,985.45,986.2,977.9,981.45,10548660.0
2013-09-05 18:30:00,981.45,983.15,961.8,965.05,16351052.0
2013-09-06 18:30:00,965.05,979.8,963.1,978.2,8686550.0
2013-09-07 18:30:00,978.2,987.3,972.5,980.3,6439351.0
2013-09-10 18:30:00,981.8,1004.0,979.0,1000.4,7130484.0
2013-09-11 18:30:00,1010.0,1010.0,998.05,1000.9,8958327.0
2013-09-12 18:30:00,1002.95,1017.0,993.7,1014.45,12254423.0
2013-09-13 18:30:00,1014.45,1022.4,1009.05,1020.9,7855558.0
2013-09-14 18:30:00,1021.0,1031.75,1014.55,1027.15,8986157.0
2013-09-17 18:30:00,1021.55,1029.9,1019.0,1024.75,6397319.0
2013-09-19 18:30:00,1012.3,1047.5,1012.3,1027.3,13619788.0
