datetime,open,high,low,close,volume
2013-06-08 18:30:00,1615.9,1618.5,1607.0,1610.6,9106289.0
2013-06-11 18:30:00,1612.55,1615.8,1599.45,1600.8,6704146.0
2013-06-12 18:30:00,1590.1,1609.0,1590.1,1603.5,13963054.0
2013-06-13 18:30:00,1610.45,1612.0,1600.2,1601.75,10056984.0
2013-06-14 18:30:00,1604.0,1605.95,1579.0,1582.05,17688738.0
2013-06-15 18:30:00,1587.15,1609.2,1584.0,1602.75,7889636.0
2013-06-18 18:30:00,1611.0,1614.25,1598.35,1604.15,12414573.0
2013-06-19 18:30:00,1604.15,1611.0,1590.65,1607.5,10002813.0
2013-06-20 18:30:00,1616.0,1637.25,1611.0,1635.6,12154473.0
2013-06-21 18:30:00,1640.0,1657.55,1639.05,1643.6,28298070.0
2013-06-22 18:30:00,1637.55,1659.9,1634.05,1643.5,10669609.0
2013-06-25 18:30:00,1645.0,1650.75,1628.7,1635.55,8065157.0
2013-06-26 18:30:00,1642.95,1672.9,1638.55,1658.6,16915932.0
2013-06-27 18:30:00,1670.0,1679.9,1660.5,1676.15,29781475.0
2013-06-29 18:30:00,1704.0,1708.8,1683.25,1701.4,20349508.0
2013-07-02 18:30:00,1712.5,1757.5,1710.0,1719.8,22052058.0
2013-07-03 18:30:00,1723.45,1747.0,1713.8,1728.2,19397594.0
2013-07-04 18:30:00,1716.25,1720.0,1668.55,1673.3,18582877.0
2013-07-05 18:30:00,1673.0,1687.85,1660.4,1675.0,26078272.0
2013-07-06 18:30:00,1665.0,1675.0,1656.3,1660.4,9963168.0
2013-07-09 18:30:00,1661.0,1676.75,1649.7,1656.45,19199221.0
2013-07-10 18:30:00,1663.0,1676.0,1645.5,1648.4,25335213.0
2013-07-11 18:30:00,1655.35,1666.3,1627.15,1632.95,35479179.0
2013-07-12 18:30:00,1656.7,1657.45,1638.05,1641.1,20956773.0
2013-07-13 18:30:00,1653.6,1653.6,1635.0,1644.5,12363607.0
2013-07-16 18:30:00,1650.0,1682.0,1633.0,1678.9,24626464.0
2013-07-17 18:30:00,1698.0,1704.0,1670.0,1677.5,40538409.0
2013-07-18 18:30:00,1681.1,1688.75,1675.0,1685.1,16467567.0
